# Required canonical content inputs of the revision 289 release bake.
#
# Generated from, and verified against, the configured canonical revision
# 289 content tree ($HOME/experiments/lostcity-289/content); the listing is the input inventory that
# `nav::bundle::missing_content_inputs` enforces before a default
# (`BOT_NAV_BUILD=require`) build bakes or reuses staged navigation.
# The scan classes below are file membership, not directory anchors: a
# single missing child is reported even when its siblings remain.
# Refresh it only when the canonical content legitimately changes; keep the
# columns kind<TAB>path<TAB>consumer (scan-class rows carry the kind only).
#
# kind	path	consumer
file	pack/loc.pack	loc ids by name for the transport and bank derivations
file	pack/obj.pack	item ids for item-gated transports, spell runes, jewellery and webs
file	pack/varp.pack	varp ids for quest-door and spirit-tree gates
file	scripts/doors/configs/doors.loc	openable wall doors
file	scripts/doors/configs/doubledoors.loc	openable double doors
file	scripts/doors/configs/opened_doors.loc	open door leaves
file	scripts/general_use/configs/gates.loc	fence gates
file	scripts/interface_bank/configs/bank_booth.loc	bank stand display name
file	scripts/ladders+stairs/scripts/ladders.rs2	ladder edges
file	scripts/ladders+stairs/scripts/stairs.rs2	stair edges
file	scripts/areas/area_gnome/scripts/spirit_tree.rs2	spirit-tree edges
file	scripts/areas/area_gnome/configs/spirit_tree.constant	spirit-tree destinations
file	scripts/areas/area_ardougne_east/scripts/wilderness_lever.rs2	wilderness lever edges
file	scripts/areas/area_ardougne_east/configs/wilderness_lever.constant	lever destinations
file	scripts/areas/area_alkharid/configs/border_gate.loc	Al Kharid toll gate edges
file	scripts/quests/quest_zanaris/scripts/quest_zanaris.rs2	Zanaris shed door edge
file	scripts/skill_magic/configs/magic_spells.dbrow	spell teleports
file	scripts/skill_magic/configs/enchanted_jewelry.obj	jewellery rub categories
# scripts/**/*.rs2: the recursive door/open-script scan
rs2	scripts/_test/scripts/cheats/cheat_bank.rs2
rs2	scripts/_test/scripts/cheats/cheat_clearinv.rs2
rs2	scripts/_test/scripts/cheats/cheat_com.rs2
rs2	scripts/_test/scripts/cheats/cheat_help.rs2
rs2	scripts/_test/scripts/cheats/cheat_interactions.rs2
rs2	scripts/_test/scripts/cheats/cheat_macro_event.rs2
rs2	scripts/_test/scripts/cheats/cheat_magic.rs2
rs2	scripts/_test/scripts/cheats/cheat_maxme.rs2
rs2	scripts/_test/scripts/cheats/cheat_music.rs2
rs2	scripts/_test/scripts/cheats/cheat_npc.rs2
rs2	scripts/_test/scripts/cheats/cheat_other.rs2
rs2	scripts/_test/scripts/cheats/cheat_pvp.rs2
rs2	scripts/_test/scripts/cheats/cheat_quest.rs2
rs2	scripts/_test/scripts/cheats/cheat_reset.rs2
rs2	scripts/_test/scripts/cheats/cheat_search.rs2
rs2	scripts/_test/scripts/cheats/cheat_serverstats.rs2
rs2	scripts/_test/scripts/cheats/cheat_teles.rs2
rs2	scripts/_test/scripts/cheats/cheat_trawler.rs2
rs2	scripts/_test/scripts/cheats/cheat_treasuretrails.rs2
rs2	scripts/_test/scripts/cheats/cheat_zone.rs2
rs2	scripts/_test/scripts/debug/debug_cannon.rs2
rs2	scripts/_test/scripts/debug/debug_duelarena.rs2
rs2	scripts/_test/scripts/debug/debug_firemaking.rs2
rs2	scripts/_test/scripts/debug/debug_fishing.rs2
rs2	scripts/_test/scripts/debug/debug_gnomecooking.rs2
rs2	scripts/_test/scripts/debug/debug_kalphite.rs2
rs2	scripts/_test/scripts/debug/debug_miscquest.rs2
rs2	scripts/_test/scripts/debug/debug_others.rs2
rs2	scripts/_test/scripts/debug/debug_quests.rs2
rs2	scripts/_test/scripts/debug/debug_specs.rs2
rs2	scripts/_test/scripts/engine/bugs.rs2
rs2	scripts/_test/scripts/engine/debug.rs2
rs2	scripts/_test/scripts/engine/debug_addobj.rs2
rs2	scripts/_test/scripts/engine/debug_busy.rs2
rs2	scripts/_test/scripts/engine/debug_coord.rs2
rs2	scripts/_test/scripts/engine/debug_delay.rs2
rs2	scripts/_test/scripts/engine/debug_error.rs2
rs2	scripts/_test/scripts/engine/debug_findhero.rs2
rs2	scripts/_test/scripts/engine/debug_huntall.rs2
rs2	scripts/_test/scripts/engine/debug_interface.rs2
rs2	scripts/_test/scripts/engine/debug_killme.rs2
rs2	scripts/_test/scripts/engine/debug_lineofwalk.rs2
rs2	scripts/_test/scripts/engine/debug_loc.rs2
rs2	scripts/_test/scripts/engine/debug_logout.rs2
rs2	scripts/_test/scripts/engine/debug_map_blocked.rs2
rs2	scripts/_test/scripts/engine/debug_map_findsquare.rs2
rs2	scripts/_test/scripts/engine/debug_map_playercount.rs2
rs2	scripts/_test/scripts/engine/debug_npc.rs2
rs2	scripts/_test/scripts/engine/debug_npc_huntall.rs2
rs2	scripts/_test/scripts/engine/debug_objdelayed.rs2
rs2	scripts/_test/scripts/engine/debug_players.rs2
rs2	scripts/_test/scripts/engine/debug_pos.rs2
rs2	scripts/_test/scripts/engine/debug_queue.rs2
rs2	scripts/_test/scripts/engine/debug_seq.rs2
rs2	scripts/_test/scripts/engine/debug_spotanim.rs2
rs2	scripts/_test/scripts/engine/debug_stat.rs2
rs2	scripts/_test/scripts/engine/debug_walktrigger.rs2
rs2	scripts/_test/scripts/engine/debug_zone.rs2
rs2	scripts/areas/area_alkharid/scripts/al_kharid_warrior.rs2
rs2	scripts/areas/area_alkharid/scripts/border_gate.rs2
rs2	scripts/areas/area_alkharid/scripts/dommik.rs2
rs2	scripts/areas/area_alkharid/scripts/gem_trader.rs2
rs2	scripts/areas/area_alkharid/scripts/hassan.rs2
rs2	scripts/areas/area_alkharid/scripts/kebab_seller.rs2
rs2	scripts/areas/area_alkharid/scripts/louie_legs.rs2
rs2	scripts/areas/area_alkharid/scripts/misc_locs.rs2
rs2	scripts/areas/area_alkharid/scripts/osman.rs2
rs2	scripts/areas/area_alkharid/scripts/ranael.rs2
rs2	scripts/areas/area_alkharid/scripts/shantay.rs2
rs2	scripts/areas/area_alkharid/scripts/shantay_chest.rs2
rs2	scripts/areas/area_alkharid/scripts/shantay_pass.rs2
rs2	scripts/areas/area_alkharid/scripts/silk_trader.rs2
rs2	scripts/areas/area_alkharid/scripts/tanner.rs2
rs2	scripts/areas/area_alkharid/scripts/thkebabinstructs.rs2
rs2	scripts/areas/area_alkharid/scripts/thshantaydisc.rs2
rs2	scripts/areas/area_alkharid/scripts/zeke.rs2
rs2	scripts/areas/area_ardougne_east/scripts/aemad.rs2
rs2	scripts/areas/area_ardougne_east/scripts/archer.rs2
rs2	scripts/areas/area_ardougne_east/scripts/ardounge_monk.rs2
rs2	scripts/areas/area_ardougne_east/scripts/baker.rs2
rs2	scripts/areas/area_ardougne_east/scripts/bartender.rs2
rs2	scripts/areas/area_ardougne_east/scripts/brother_cedric.rs2
rs2	scripts/areas/area_ardougne_east/scripts/brother_kojo.rs2
rs2	scripts/areas/area_ardougne_east/scripts/brother_omad.rs2
rs2	scripts/areas/area_ardougne_east/scripts/captain_barnaby.rs2
rs2	scripts/areas/area_ardougne_east/scripts/caroline.rs2
rs2	scripts/areas/area_ardougne_east/scripts/doors.rs2
rs2	scripts/areas/area_ardougne_east/scripts/elena.rs2
rs2	scripts/areas/area_ardougne_east/scripts/fionella.rs2
rs2	scripts/areas/area_ardougne_east/scripts/fur_trader.rs2
rs2	scripts/areas/area_ardougne_east/scripts/gem_merchant.rs2
